id,content,translate,
1447756213878362114,"@webareben Aku langsung contact ke orang xlhome nya, soalnya kayanya xl biasa sama xlhome itu beda bagian gitu deh",Loading...,
1447736986844876806,"Xl masih gabisa load foto twitter, padahal xlhome aman dah di rumah 🙂",Loading...,
1447619368154636288,"@chaniharkansas Nah buat wifi rumah gue sangat rekomen XLHome. Aman jaya selalu. Makanya tweet gue bukan marah2 perihal wifi kan wkwkwk 😂

Wifi pake XLHome, paket hp pake by.u aman jaya sentosa pokoknya. Di kantong juga aman.",Loading...,
1447538309958230018,@Iovelyna Better mana  xlhome or indihome ?,Loading...,
1447538300646871045,"@Xlhome_bekasi @txtdrPTI tapi mantap emang xlhome, udah setahun lebih baru 2x gangguan, terbaek emang","@Xlhome_bekasi @txtdrpti but it's great xlhome, it's been a new year 2x interruption, the best",
1447535152666611714,"@Xlhome_bekasi @txtdrPTI udah setahun lebih kok itu, dulu awal pasang segini, berarti itu promo setahun yak? https://t.co/aRQejCjqYq",Loading...,
1447532881216036864,"@Xlhome_bekasi @txtdrPTI XL satu sih 274 blom sama pajak, ini xlhome kok, 273900 https://t.co/cZYXR6RpI8","@Xlhome_bekasi @txtdrpti xl one is 274 blom and tax, this is xlhome, 273900 https://t.co/czyxr6rpi8",
1447530781211987975,@Xlhome_bekasi @txtdrPTI kok gw bayar 30mbps 274 ya 🤔,Loading...,
1447524069834854407,@Xlhome_bekasi @txtdrPTI dapet ip public kaya myr*public gak ?,Loading...,
1447506620909441032,"@lintang_hui Hi Bapak/Ibu, terkait informasi  seputar XLHome Fiber bisa disampaikan via DM ya :) Thanks
 - ^Tasya","@lintang_hui hi sir/mother, related to information about xlhome fiber can be conveyed via DM yes :) Thanks
 - ^Tasya",
1447109144570257409,"@BangDodiBtayz Hi Bapak Dodi, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa","@Bangdodibtayz hi dodi, related to xlhome fiber services can be conveyed via DM yes. Thanks - ^ersa",
1447069855669055491,YG km coba pake xlhome deh:) https://t.co/llWtKZDC9n,Loading...,
1447062335860850688,"@Cecepso21360591 Hi Bapak Cecep, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1447059581704622085,"Mulai tolol ini XLHOME, kata teknisi yang dateng internet gw kena suspend..  padahal jatoh tempo tgl 17, teknisi suruh nanya ke cs, csnya bilang internet gw normal.

Lah muter muter anjing🤬",Loading...,
1447042968905404416,"@Dederiz13724028 Hi Bapak Dederizki, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi","@Dederiz13724028 Hi Mr. Dederizki, is there anything we can help with Xlhome Fiber? Thanks - ^Adi",
1447042087765954560,"@AankCarter4785 Hi Bapak Aank, terkait layanan XLHome Fiber bisa disampaikan via DM  ya. Thanks
 - ^Ahmad","@Aankcarter4785 Hi Mr. Aank, related to the XLHOME Fiber service can be conveyed via DM. Thanks
 - ^ahmad",
1447038024554926087,"@Ventae10 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1447014688533798918,"@Mawar60627009 Hi Ibu Mawar, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1447001063651905537,"@HasanudinSf Hi Bapak Hasanudin, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Hasanudinsf Hi Mr. Hasanudin, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446844742885543936,"@b5253cdfc1d0451 Hi Bapak Hans , terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@B5253CDFC1D0451 Hi Mr. Hans, related to XLHOME Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446840476867260421,"dari sekian banyak pertanyaan xlhome gangguan lagi ya aku rasa tinggal jawab kapan jaringannya bener lagi soalnya dari pagi kek gini baru juga bener udah gangguan lagi,kita bayar pengen pelayanan yang puas jangan dikit dikit gangguan lagi kerjaan jadi tertunda https://t.co/vzMisxCmxk",Loading...,
1446805755349192705,"@Gunawan39294080 Hi Bapak Gunawan, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Gunawan39294080 Hi Mr. Gunawan, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446802292049473539,"@igozha Hi Bapak Ahmad, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446801406032154641,"@Yayang41952626 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Yayang41952626 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes. Thanks
 - ^ahmad",
1446799973304070147,"@EruSetiawan4 Hi Bapak Eru , terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Erusetiawan4 hi Mr. Eru, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446798108537409538,"@GeografiWillyam Hi Bapak Willyam_Geografi, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446796549695029251,"@RufAdang Hi Bapak Adang , terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Rufadang Hi Mr. Adang, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446792749643022341,"@hanudiyan Hi Bapak Hanudiyan, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@hanudiyan Hi Mr. Hanudiyan, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446771788877160448,"@riapratiwip Hi Ibu Pratiwi, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@riapratiwip Hi Mrs. Pratiwi, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446732941929771012,"@sitiaisyach0301 Hi Ibu Sitiaisyach, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@sitiaisyach0301 Hi Mrs. Sitiaisyach, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446729644951015432,"@didwellurs Hi Ibu Lia, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446723044769099776,"@bertanyarl Aku First media 350k'an trgntung km ambil paket yg apa aku 2x pasang  dpt promo jdi awal ny emng lbh mahal trs selnjutnya suka ad pot utk beberpa bln, ada yg XLhome jga klo xl dia ad kontrak setahun gt gk blh stop langganan nnti kena biaya klo stop sbln setahun",Loading...,
1446683991524851716,"@lilaolila Ganti xlhome Lilll, so far sih ga ada trouble yaa haha",Loading...,
1446603774747832322,@XLHome,Loading...,
1446472311368867845,"@hrymau Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446464111022276611,"@banjarbase xlhome, faznet",Loading...,
1446463264959827979,@banjarbase xlhome nder,Loading...,
1446459672404234244,"@lintang_hui Hi Ibu Lintang, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Lintang_Hui Hi Mrs. Lintang, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446372415747989510,"mau ganti wifi dirumah coba pake xlhome bagus gasih?

btw gua pengguna xl sih, kalau untuk sinyal sih aman yaaa...",Loading...,
1446369530226221062,"@NaziraadityaSH Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@Naziraadityash hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^Tasya",
1446365775040712704,"@viktorniarahab1 Hi Bapak Habib, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Viktorniarahab1 Hi Mr. Habib, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446364807469285380,@kshype Xlhome ajaa indihome lemot 🤡🤡,Loading...,
1446363298505523200,@worksfess xlhome di rumahku 218k nder,Loading...,
1446357081729110020,"@Suhaidi3215 Hi Bapak Suhaidi , terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Suhaidi3215 Hi Mr. Suhaidi, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446317498882686976,"@repan802634052 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via pesan ya :) Thanks - ^Tasya","@repan802634052 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via message yes :) Thanks - ^tasya",
1446307396670791682,"@sabrinaadanihp Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@sabrinaadanihp hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^Tasya",
1446307267813330949,"@xlhomeid Selamat pagi, mau tanya saya td sudah cari informasi ttg xlhome dan di tmpt saya blm ada kabel fiber xlhome nah untuk pengajuan agar ada kabel fiber xlhome gimana ya?",Loading...,
1446275111900778526,@txtdarionlshop Xlhome nyimak meskipun kdg ngelag tp gpplah klo lg bagus lancar bgt internetan mana murce lg,@txtdarionlshop xlhome listening even though you know but it's good if it's good smooth,
1446271620398551058,"@Amadddd2 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya",Loading...,
1446259721665531904,"@pratama_zx Hi Bapak Pratama, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446245315141464090,"@vrediardiansaa_ Hi Bapak Vredi, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446232485986070534,"@GopurLek Hi Bapak Gopur, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446231668449112076,"@Jumhani07392952 HI Bapak Jumhani, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446194311767330825,"@Setiawa92338923 Hi Bapak Setiawan, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi","@SETIAWA92338923 HI, Mr. Setiawan, is there anything we can help with Xlhome Fiber? Thanks - ^Adi",
1446182909627404300,"@AntoKristofel Hi Bapak Kristofel,adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446181527167979520,"@Dedesom202 Hi Bapak Dede, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446179877766328321,"@Rico64853934 Hi Bapak Rico, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446179189854375945,"@AntoKristofel Hi Bapak Kristofel, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446177360324091904,"@muslim_mzainal Hi Bapak Mzainal, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446149304620486658,"@Safii7977 Hi Bapak Safi'i, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446148717346623495,"@Safii7977 Hi Bapak Safi'i, yuk berlangganan layanan XLHOME Fiber agar makin asik nontonnya. Thanks - ^Adi","@Safii7977 Hi Mr. Safi'i, let's subscribe to the Xlhome Fiber service to be more cool to watch it. Thanks - ^Adi",
1446144614650429446,"@Aangk86749712 Hi Bapak Aang, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446140974049095681,"@ErpansyahAnang Hi Bapak Anang, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446135831945625616,"@kangpopcorn HI Bapak Moy, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1446123326510809095,"@Sanusi020375571 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Sanusi020375571 Hi Mr/Mrs, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446114177781678086,"@EruSetiawan4 Hi Bapak Eru, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Erusetiawan4 hi Mr. Eru, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446113888995475461,"@EruSetiawan4 Hi Bapak Eru, terkait layanan XLHome Fiber bisa disampaikan via DM  ya. Thanks
 - ^Ahmad","@Erusetiawan4 hi Mr. Eru, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1446110025898868749,"@IinMeedy Hi Ibu Iin, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446084929012387842,"@ahmadmuhdlor Hi Bapak Ahmadmuhdlor, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@ahmadmuhdlor Hi Mr. Ahmadmuhdlor, related to Xlhome Fiber services, can be conveyed via DM. Thanks
 - ^ahmad",
1446030069458083840,"@RioRio54805173 Hi Bapak Rio, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Riorio54805173 Hi Mr. Rio, related to XLHOME FIBER services can be conveyed via DM. Thanks
 - ^ahmad",
1446023568408530945,"@Wira2127 Hi Bapak Wira, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad",Loading...,
1446014704388751360,"@AgusNatapr Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via dm ya :) Thanks - ^Tasya","@Agusnapr Hi, ladies and gentlemen, related to XLHOME FIBER services can be conveyed via DM :) Thanks - ^Tasya",
1445993647153897479,"@NadhifSyaherma Hi Ibu Nadhif, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Nadhifsyaherma hi mrs. Nadhif, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445976486389764099,"@XLAxiata_Tbk Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@Xlaxiata_tbk hi ladies/gentlemen, related to xlhome fiber services can be delivered via dm yes :) thanks - ^tasya",
1445927174335184898,"@thira_putri Hi Bapak/Ibu, jika ada yang bisa kami bantu terkait layanan XLHome Fiber bisa disampaikan via pesan ya:) Thanks
 - ^Tasya",Loading...,
1445926963894386690,"@AdityaPR1212 Hi Bapak/Ibu, jika ada yang bisa kami bantu terkait layanan XLHome Fiber bisa disampaikan via pesan ya:) Thanks - ^Tasya",Loading...,
1445884911726907394,"@erlanggaadip Hi Bapak Erlangga, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",Loading...,
1445877359861657605,@hypnomotionz Hi Bapak Edo. Jangan lupa nontonnya dengan XLHome ya :). Thanks - ^Ersa,Loading...,
1445851279880720385,"@kalem_tatang Hi Bapak Tatang, terkait layanan XLHome Fiber bisa disampaikan via DM ya :). Thanks - ^Ersa","@kalem_tatang hi Mr. Tatang, related to Xlhome Fiber services can be conveyed via DM yes :). Thanks - ^ersa",
1445824785586417664,@Soethreesno1 Hi Bapak Ahmad. Jangan lupa nonton bolanya pake XLHome ya :). Thanks - ^Ersa,Loading...,
1445781322559934465,@IinMeedy Hi Ibu Meedy. Yuk nonton acara favorit dengan XLHome. Thanks - ^Ersa,Loading...,
1445780687554953233,@convomf Xlhome,Loading...,
1445778802924134400,"@prayudabrmsta Hi Bapak Prayuda, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa","@Prayudabrmsta Hi Mr. Prayuda, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^ersa",
1445773724481777664,xlhome ada apa nih?,Loading...,
1445764778991837204,"@andhy2 Hi Bapak Andhy, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445764559977865217,ini kenape nih xlhome tumben bgt error,Loading...,
1445758979397718018,"@Saridah27875488 Hi Ibu Saridah, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445757125074964485,xlhome hoammmm 👎🏼,Loading...,
1445753189928603656,"@xlhomeid halo, internet xlhome apakah sedang gangguan? Modem saya lampu merahnya kerap kedip.",Loading...,
1445752500435308552,"@xlhomeid Saya mau komplain, saya pengguna xlhome sudah 1 th lebih. Hari selasa 28 sept 2021 internet dirumah saya seeing down, wifi butuh otorisasi dan tv tidak tersambung ke ethernet. Saya coba hubungi customer care xl home yg mana dikenakan pulsa krn terlalu banyak robot greeting tp",Loading...,
1445711749269778434,"@fabioco20173467 Hi Bapak Fabio, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445704089094950913,"@xlhomeid jaringan bermasalah sejak tanggal 2, melapor tanggal 4 belum ada respon sampai saat ini.. #xlhome https://t.co/z6wYhdVEnJ",Loading...,
1445694226939875341,"@Aselole01764887 Hi Bapak/ Ibu Aselole, terima kasih dan adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445662672783958018,"@aqil_maulanaq Hi Bapak Maulana, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@aqil_maulanaq hi Mr. Maulana, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445620624181784577,xlhome menarik bgt dah gmn cara narik kerumah,Loading...,
1445616349741404161,"@AankCarter4785 Hi Bapak Aank, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Aankcarter4785 Hi Mr. Aank, related to the XLHOME Fiber service can be conveyed via DM. Thanks
 - ^ahmad",
1445600661949726722,"@EsrisLnvs Hi Bapak Esris, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Esrislnvs Hi Mr. Esris, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445597127170617347,"@Vibe15383620 Hi Ibu Vibe, terkait layanan XLHome Fiber bisa disampaikan via DM  ya. Thanks
 - ^Ahmad","@Vibe15383620 Hi Mrs. Vibe, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445596363597570048,"@AankCarter4785 Hi Bapak Aank, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Aankcarter4785 Hi Mr. Aank, related to the XLHOME Fiber service can be conveyed via DM. Thanks
 - ^ahmad",
1445575136321552388,"@HambaliMbali Hi Bapak Hambali, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Hambalimbali Hi Mr. Hambali, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445571176152006661,@myhooniedoyie Xlhome. Lupa ternyata udah pindah haluan🥲,Loading...,
1445565336179249153,"@erwinfongers Hi Bapak Erwin, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@erWinfongers Hi Mr. Erwin, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445563748618436608,XLHOME KAMU KENAPAAAAAAA,Loading...,
1445554021712809984,"@syifacollect21 Hi Ibu Kartika, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ahmad","@Syifacollect21 Hi Mrs. Kartika, related to Xlhome Fiber services can be conveyed via DM. Thanks
 - ^ahmad",
1445546147209048070,XLHome gangguan??,Loading...,
1445544316236038150,Blm lg adik adik sklh online lwt zoom isi kuota 5gb cuma dipake sehari soalnya zoom bisa smpai 3x/hari. Di dm malah gak digubris. Dahlah xlhome kecewa sy.,Loading...,
1445543866824683525,"Pelayanan xlhome buruk bgt, belum cukup setahun wifi loss sudah hampir 4x, sdh 4 hari wifi loss dan blm ada teknisi yg dtg, buat pengaduan tdk di tanggapi, pdhl sy gak prna telat bayar tagihan. Menyesal sy ganti indihome ke xlhome. Kecewa. @xlhomeid @myXL",Loading...,
1445514038004183041,@mssddl @banjarbase xlhome aman,Loading...,
1445435006252322819,"@Herisug84849673 Hi Bapak Heri, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa","@Herisug84849673 Hi Mr. Heri, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^ersa",
1445419500174602240,"@Hasball90007096 Hi Bapak Hasballah, terkait layanan XLHome Fiber bisa disampaikan via DM ya :). Thanks - ^Ersa","@HASBALL90007096 HI Mr. Hasballah, related to XLHOME FIBER services can be conveyed via DM huh :). Thanks - ^ersa",
1445413934341623811,"@Kmmang1 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks
 - ^Ersa",Loading...,
1445393038080200715,"@icaoktavianita Hi Bapak/Ibu, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME melalui DM
Twitter : @XLHomeID melalui DM ya :) Thanks  - ^Tasya",Loading...,
1445383150302113795,"@bariqsutianto Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@bariqsutianto hi, ladies and gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^Tasya",
1445377348971347974,"@eyelpop Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya",Loading...,
1445359714137559041,"@ThaliaSabillah Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Tasya","@Thaliasabillah hi ladies/gentlemen, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^tasya",
1445353753754816517,"@Dudunga09551417 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@Dudunga09551417 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^Tasya",
1445351052316979205,"@quiin_iin Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Tasya","@quiin_iin hi ladies/gentlemen, related to xlhome fiber services can be conveyed via message. Thanks - ^tasya",
1445345577693188097,"@AankCarter4785 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks
 - ^Tasya","@Aankcarter4785 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via dm yes :) thanks
 - ^Tasya",
1445343454276423683,"@raditalika Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@raditalika hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^Tasya",
1445332157476401156,"@Setiawa92338923 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Tasya","@SETIAWA92338923 HI, Mr/Mrs, related to XLHOME FIBER services can be conveyed via DM. Thanks - ^tasya",
1445325266318815237,"@Iyan679909592 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Tasya","@Iyan679909592 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via message. Thanks - ^tasya",
1445325230772146177,"@IwanKun12 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Tasya","@Iwawkun12 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via message. Thanks - ^tasya",
1445295091803848705,"@mustikalokey Hi Ibu Mustika, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445290410369159170,"@Randi967645744 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@Randi967645744 Hi Mr/Mrs, related to Xlhome Fiber service can be conveyed via DM yes :) Thanks - ^Tasya",
1445288287057301506,"xlhome lagi trouble yaa?? kokk daritadi ""wifi tidak memiliki akses internet"" terus :)",Loading...,
1445279546358390789,"@tika_yoka Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya",Loading...,
1445279510081859587,"@Masjun1984 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@Masjun1984 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :) Thanks - ^tasya",
1445265582832513025,"@mohamadhumaidi Hi Bapak Mohamad, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445257359631077377,"@AMasyurah Hi Bapak/ Ibu Masyurah, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445255250974105603,"@Wiyanto47183775 Hi Bapak Wiyanto, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445255219554623490,"@Wiyanto47183775 Hi Bapak Wiyanto, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445241288089948167,"@RebinMesenu Hi Bapak Rebin, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445236125061169156,"@Alizaki141004 Hi Bapak Ali, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445230744612196355,"@trimulya128 Hi Ibu Trimulya, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",Loading...,
1445097287915487241,@xlhomeid min untk daerah Banjarmasin Utara apakah semuanya sudah tercoverage xlhome ?,Loading...,
1445083977602121729,"@PolosSang Hi Bapak/Ibu, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa",Loading...,
1445069360914055171,"@andihiyat Gua kira wifi sm data gua cacat, udah salah paham aja sm xl dan xlhome😭",Loading...,
1445068754233167873,"@TwentyfifthRaks Ganti ke xlhome ajjjj, lancar betul niii",Loading...,
1445062784299913219,Xlhome bagus ga si,Loading...,
1445061342197473291,"Xlhome, Indihome atau perangkat wifi lainnya maaf ya udh suudzon 😔🙏. #instagramdown #WhatsApp",Loading...,
1445060575885545474,@pieceofpaca makanya ganti xlhome,Loading...,
1445059080574308354,sumpah yaallah mau pindah ke xlhome secepatnya,Loading...,
1445057649762979843,mau suudzon xlhome error gamungkin sih jadi suudzon pertama kirain abang belom bayar bayar wifi wkwk,want suudzon xlhome error gaming maybe so the first suudzon is the brother not yet paid wifi wkwk,
1445056326027993088,"di saat provider wifi lain banyak masalah dan ke-error-an

me: [laughing in xlhome]",Loading...,
1445053529245110276,"@banjarbase Xlhome jua pina nya, pina lelet membuka gambar di twt",Loading...,
1445046149623209984,"@Madi38206937 Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :). Thanks - ^Ersa","@Madi38206937 hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes :). Thanks - ^ersa",
1445001840756621313,swminggu tanpa wifi kost alias xlhome anjing,Loading...,
1444989365923434503,"@fajarariyan_ Hi Bapak/Ibu, mohon maaf terkait info XLHome Fiber bisa disampaikan via DM ya :) Thanks - ^Tasya","@fajarariayan_ hi sir/mother, sorry regarding the info xlhome fiber can be conveyed via DM yes :) Thanks - ^Tasya",
1444988510373498880,"@fajarariyan_ Hi Bapak/Ibu, mohon maaf terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks
 - ^Tasya",Loading...,
1444976084471062534,"@thgrthendowski Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Tasya","@ThgRThendowski Hi Mr/Mrs, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^tasya",
