content,id,trans_eng
"@fentyfent Hi Ibu Fentyrus, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1467817255463362561,"@fentyfent hi mother fentyrus, is there anything we can help with xlhome fiber? Thanks - ^Adi"
"@xlhomeid Apanya kerja di rumah klo keneksi XLhome hilang2, sdh tdk terhitung di restart",1467791255652343809,"@xlhomeid what do you work at home if the xlhome stuff is gone, it's not counted at restart"
"@mks_fess temanku pake xlhome, 270an/bulan bede",1467743037119873028,"@mks_fess my friend uses xlhome, 270s/month Bede"
"Sudah dua hari hujan tiada henti, eh malah jaringannya xlhome yg berhenti. Wkwk",1467731618093694976,"It's been two days of endless rain, eh, the network has stopped. Wkwk"
@mks_fess Xlhome gangguan dari tdi 💔,1467716270355214342,@mks_fess xlhome disturbance from tdi 💔
"@mks_fess sama, daerah peritis juga gangguan xlhome",1467715268457627654,"@mks_fess Same, the Level Region is also an XLHOME disorder"
"tabe gangguan kah XL? daritadi ada sinyal tp nda bs internetan, wifi xlhome juga nda bs dipake 😞",1467706397055881218,"Disorders Tabe XL? Daritadi there is a signal tp nda internet, wifi xlhome also can be used 😞"
@xlhomeid Di Makassar XLHome memang lagi gangguan ya?,1467705865863983107,@xlhomeid in Makassar Xlhome is indeed a disturbance huh?
"Nih penguna makassar twitter pake hastag lah klo ngeluh cuk

Xlhome fiber gangguan gak bisa akases bahkan pake kartu xl gangguan juga
#gangguanxlhome
#xlhomebermaslah
#xlfiber",1467705163326443524,"Here, the Makassar user Twitter uses the hashtag if you complain about cuk

Xlhome fiber disturbances can't be acases even using XL cards too disturbances
#GUANXLHOME
#xlhomebermaslah
#XLFIBER"
bisa2nya xlhome bermasalah di melatimas doang,1467474794333421568,The Xlhome can be problematic in melasimas
@banjarbase mun ada xlhome ya xlhome temurah dari pada si indi,1467333652618956803,@banjarbase mun there is xlhome ya xlhome in the future than the indi
@banjarbase xlhome ja jarang gangguan,1467306282088419329,@banjarbase xlhome ja rarely interrupted
"@banjarbase XLHome ja, kd ribet klo kd ingt bayar kdd denda",1467304930067173376,"@banjarbase xlhome ja, kd is complicated if you want to pay the KDD fine"
@banjarbase mun jar anr tu xlhome ja jarang gangguan,1467304354822881281,@banjarbase mun jar anr tu xlhome ja rarely interrupted
@banjarbase xlhome murah,1467303369240768515,@banjarbase xlhome cheap
/wal aku bingung hndk masang indihome atau xlhome yo lah,1467303246423199744,"/wal I'm confused hndk, install indihome or xlhome yo"
@LuckyLQ xlhome,1467107949201879041,@Luckylq xlhome
@xlhomeid xlhome lagi ada gangguan? di rumah saya tiba2 tidak ada sinyal internet,1466937705095254018,"@xlhomeid xlhome anymore there are disturbances? At home, suddenly there is no internet signal"
"XLHome kalo malem gblg dah. Gedeg gue. Pdhl malem waktunya orang tidur, malah ga stabil. Ga cocok ni internet buat yg suka ngeronda",1466794921583464449,"Xlhome if it's late. My gedeg. Pdhl night time is when people sleep, even not stable. Not suitable for the internet for those who like to ngeronda"
"Kog susah untuk layanan komplain gangguan @xlhomeid , @xlhomejogja , @XLHome https://t.co/JhDZ3jMxWX",1466787686098747397,"Kog is difficult to complain the disorder service @xlhomeid, @xlhomejogja, @xlhome https://t.co/jhdz3jmxwx"
gue kira wifi bermasalah pdhl udh ngutuk xlhome trnyt webnya lagi MT KDJDJDJDJ,1466775926541205506,"I think the WiFi has a problem with the cursing XLHOME TRNYT the web again, MT KDJDJDJ"
"aduh xlhome gamasuk di atsiri permaiii sihh, terus yg bagus apaa yak buat wifi disiniii😔",1466709103556788224,"Ouch xlhome is included in the Permaiii atSirii, then what is good for WiFi here."
"@indopremier dari siang IPOT android dan PC gak bisa nyambung, padahal internet lancar kenceng pake xlhome https://t.co/oATRIUO4RT",1466693125632520193,"@Indopremier from afternoon IPOT Android and PC can't connect, even though the internet is smooth using xlhome https://t.co/oatriuo4rt"
ini mi kah penyebab xlhome di rumah melambat? atau karena disuruh mka bayar tagihan iya https://t.co/r4wY6jaCfh,1466349658607734790,Is this the cause of xlhome at home slowing down? Or because I was told to pay the bill https://t.co/r4wy6jacfh
@xlhomeid haloo ada apa dengan xlhome seharian ini,1466346649807036416,@xlhomeid hello what's wrong with Xlhome all day
@FirstMediaCares first media internet paling buruk. Menyesal saya balik ke firsr media. Mending pke xlhome ga pernah putus. Telat bayar aja . Bayar bentar lgsung sinyal kenceng lagi,1466208775962906624,@FireStmediacares First internet media is the worst. I regret it back to the media firsr. Mending pke xlhome never broke. Just pay late. Pay for a moment again the signal is fast again
"@marianalrt @ano_ano Prens, gua sarankan ganti xlhome atau oxygen, trims Jo.",1466021523869683712,"@marianalrt @ano_ano prens, I recommend changing xlhome or oxygen, thanks jo."
ini xlhome yg lelet apa tsel sih🥲,1465273679202242562,this is xlhome that is slow or tsel🥲
Xlhome jg kenapa ya https://t.co/jXxLO1b9yK,1465241740818874369,Xlhome too why https://t.co/jxxlo1b9yk
@banjarbase 320 xlhome 50 mbps,1465236783776473088,@banjarbase 320 xlhome 50 Mbps
"@banjarbase xlhome 279rb, top markotop dijamin mental aman kd besesumpah",1465188589784817664,"@banjarbase xlhome 279rb, top markotop is guaranteed mental safe kd besesse oath"
"@Dewirat030901 Hi Ibu Dewi, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1465156248450396164,"@Dewirat030901 Hi Ibu Dewi, can we help you about Xlhome Fiber? Thanks - ^Adi"
"@Hanaina5 Hi Ibu Hanaina, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1465149816996917250,"@Hanaina5 Hi Mrs. Hanaina, can we help you about Xlhome Fiber? Thanks - ^Adi"
@Dewirat030901 Sekiranya ada yang ditanyakan mengenai layanan XLHOME Fiber. Jangan sungkan menghubungi kami ya. Thanks - ^Adi,1465138030373584901,@Dewirat030901 If there is something asked about the Xlhome Fiber service. Don't hesitate to contact us. Thanks - ^Adi
"@Dewirat030901 Hi Ibu Dewi, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1465136219210223617,"@Dewirat030901 Hi Ibu Dewi, can we help you about Xlhome Fiber? Thanks - ^Adi"
@jogmfs XLhome,1464962925760634882,@jogmfs xlhome
"@pejabat_teras Hi Bapak Irvan, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1464434482283380736,"@pina_teras hi Mr. Irvan, is there anything we can help with Xlhome Fiber? Thanks - ^Adi"
"@pejabat_teras Hi Bapak Irvan, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1464434311793307649,"@pina_teras hi Mr. Irvan, is there anything we can help with Xlhome Fiber? Thanks - ^Adi"
@jogmfs Xlhome,1464139733244678146,@jogmfs xlhome
"@jogmfs Biznet lumayan, kalo ada xlhome",1464139564461613057,"@jogmfs Biznet is not bad, if there is xlhome"
@vinousdawn @dadarguIung XLhome kack,1463859130251169796,@vinousdawn @dadarguuung xlhome kack
@zaynluvsz paket data gue jg xlhome tp kdg jg lemot😢,1463836595757334531,@zaynluvsz my data package is also xlhome but it's also slow
"@ga_rumpoko Hi Bapak Gayuh, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",1463756295542956038,"@ga_rumpoko hi sir gayuh, related to xlhome services can be delivered via dm yes. Thanks - ^ersa"
"@xlhomeid halo kak, xlhome wilayah banjarmasin utara memang ada gangguan ya?",1463702069584424967,"@xlhomeid hello sis, xlhome in the North Banjarmasin region does have a disturbance, right?"
"yg pake xlhome, gangguan kah?",1463701247693754372,"who use xlhome, disorder?"
"xlhome asu, dari pagi baru nyala sekarang",1463446202133856259,"xlhome asu, from the morning just on now"
@jogmfs XLhome,1463343072964530178,@jogmfs xlhome
@jogmfs Xlhome,1463308498578522113,@jogmfs xlhome
@xlhomeid Bang internet xlhome saya ko gak stabil? Padahal saya sendiri make dirumah,1463239563954909185,"@xlhomeid, bro, my xlhome internet isn't stable? Even though I myself use at home"
"#GangaPlatino is coveted for the lifestyle it offers, the status it confers, &amp; the appreciation it offers, an absolute pearl of extravagant lifestyle!For bookings, contact us on +91 2066899127.
 #XLHome #Homes #GoelGangaDevelopments #puneproperties #ResidentialProperties #Kharadi https://t.co/1EVkNvvtB6",1463134383922106370,"#Gangaplatino is coveted for the lifestyle it offers, the status it confers, & amp; The appreciation it offers, an absolute pearl of extravagant lifestyle! For Bookings, Contact Us On +91 2066899127.
 #Xlhome #homes #goelgangade development"
"@xlhomeid Hello. Niat makai xlhome nih. Mau nanya paket unlimited ""true unlimited"" Ini apakah tanpa FUP?",1463126329063206914,"@xlhomeid hello. Intention to Makai Xlhome. Do you want to ask this unlimited ""True Unlimited"" package without FUP?"
"@xlhomeid sudah hampir 1 bulan mau pasang xlhome fiber tidak ada tanggapan sama sekali…
Tolong bantuanya kakak xlhome …",1463047985969831937,"@xlhomeid it's been almost 1 month want to install xlhome fiber there is no response at all ...
Please help but sister Xlhome ..."
"@sebutajarep Hi Bapak Rep, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1462999263126835200,"@Selangajiap Hi Mr. Rep, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
"@oreochaerry Hi Bapak/Ibu, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1462993561536720901,"@oreochaerry hi father/mother, related to xlhome services can be delivered via DM yes. Thanks - ^Roza"
@chaesnutt94 Xlhome ka,1462844739254841344,@chaesnutt94 xlhome ka
"Indohome indihome, bayar naik mulu, xlhome tolong dipercepat perluasan titik nya biar bisa move dari #IndiHome #xlhome",1462842371180138499,"Indohome indihome, pay up first, xlhome please accelerate the expansion of the point so that it can move from #IndiHome #xlhome"
@RichardPrasetya @IndiHome Pen ganti xlhome tapi kabel fiber e rung tekan :(,1462841297291468804,@Rishardprasetya @IndiHome Penan Xlhome but fiber e rung cable press :(
"@myXLCare malam, saya pelanggan xlhome d rumah, saat ini ada gangguan jaringan los berwarna merah, apakah bisa segera d perbaiki",1462779499758587909,"@myxlcare night, I am a customer of xlhome d home, currently there is a red los network disorder, can it immediately improve"
"@xlhomeid Min, remot xlhome saya keselip. Kalau mau beli gimana caranya ya?",1462684444247019528,"@xlhomeid min, my xlhome remote is slipped. If you want to buy, how do you do it?"
"@jogmfs Semua wifi bagus. Tergantung daerahmu dilewatin provider apa aja.
Ada indihome, xlhome, biznet, firstmedia, citranet dll (tp kl bisa jangan indihole 😁 banyak yg kuciwa).

Dipake sekeluarga? Ada brp org dan masing2 ekstrim ga pemakaiannya?
Saran : yg kecil dulu 10Mbps",1462670820203843589,"@jogmfs all wifi is good. Depending on your area, it is passed by any provider.
There are Indihome, Xlhome, Biznet, Firstmedia, Citranet etc. (but if you can do not indihole 😁 many are sought).

Use a family? Brp org and each extreme is not usage?
Suggestion: the small one first 10Mbps"
"@andre_tibong Hi Bapak Andre, terkait layanan XLHome bisa disampaikan via DM ya :). Thanks - ^Ersa",1462465098975354885,"@Andre_Tibong Hi Mr. Andre, related to XLHOME services can be conveyed via DM huh :). Thanks - ^ersa"
@pacartheojames @txtdrbekasi xlhome termantap,1462452848919072776,@pacartheojames @txtdrbekasi xlhome is most powerful
@pacartheojames @txtdrbekasi XLHOME buat gw mantap bang,1462452606731653121,"@pacartheojames @txtdrbekasi xlhome for me great, sir"
@myXLCare berapa speed connection XLhome?,1462339049155268611,@myxlcare How much is Xlhome's speed connection?
"@xlhomeid halo kak saya udah tlp CS dan memasukkan req area sy untuk jaringan xlhome tapi barusan dapet email memang area sy belum tercover
Jadinya gimana ya? Berarti sy gabisa pake xl home dan harus nunggu dlm wkt yg blm pasti gt?🙏🏼terimakasih",1462316299653050372,"@xlhomeid hello, sis, I have tlp cs and enter my req area for the xlhome network but just got an email, my area hasn't been covered
So what? That means I can't use xl home and have to wait in the wkt that is not sure?"
"@xlhomeid pake xlhome ini gak recommended bgt, sumpah.
Seminggu gak gangguan, gak afdol.
Complaint cuman disuruh tunggu dan minta maaf. Seminggu sekali kayak gitu 🤣",1462246793161310212,"@xlhomeid using xlhome is not recommended, I swear.
A week not interrupted, not afdol.
Complaint just told to wait and apologize. Once a week like that 🤣"
"@XLHome Servernya XL home utk daerah Cirendeu, TangSel apa ya? Mau speed test",1462185716138446848,"@Xlhome server xl home for the cirendeu area, what is South Tangerang? Want a speed test"
@taufikat @fariszz @nuicemedia Xlhome servernya apa ya? Mau lihat speed test nya,1462185105938522114,@taufikat @fariszz @nuicedia xlhome server? Want to see the speed test
"Xl home kapan benernya, kouta sdh menipis #xlhome",1462028107141902336,"XL Home When is it right, Kouta has been running low #xlhome"
Min ini xlhome gangguan apa gimna? @xlhomeid,1462026911433912320,"Min, this disorder xlhome? @xlhomeid"
@Askrlfess xlhome nder,1461982571818979331,@Askrlfess xlhome nder
@sxtnael ngga wkwk aku aja ganti ke xlhome,1461980197993869317,"@sxtnael, I don't just change it to Xlhome"
@fiescadewi @FirstMediaCares ruma gw juga payah ni wkwkkwkw untung xlhome yg dikamar aman azaaa,1461956025737637889,"@fiescadewi @firstmediacares Ruma I am also bad, this is the fortune"
"@shellynrl Kak aku juga barusan langsung ngontak XLHome lagi request buat masuk Vilnus gitu, cuma kabar selanjutnya nunggu 3 hari kerja. Oxygen tuh baru denger.. kita barengan aja, cari massa buat pasang tiang WKWK 😭",1461955737073053697,"@shellynrl Sis I also just immediately came to contact Xlhome again request to enter Vilnus like that, only the next news waited for 3 working days. Oxygen just heard ... we just together, look for the mass to install the pole wkwk 😭"
"@__rei03 Hi Ibu Regitha, mohon maaf sekali ya, jadi tidak nyaman. Terkait layanan XLHome bisa disampaikan via DM ya :). Thanks - ^Ersa",1461911803445661696,"@__ Rei03 Hi Mrs. Regitha, I apologize so, so it's uncomfortable. Regarding XLHOME services, it can be conveyed via DM :). Thanks - ^ersa"
"@syifasyafa1802 Hi Ibu Syifa, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461862169671188480,"@Syifasyafa1802 Hi Mrs. Syifa, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
"gangguan nih xlhome dirumah, cek dm dongg @xlhomeid",1461832145505116162,"Disorders of this xlhome at home, check dm dongg @xlhomeid"
INI XLHOME JRINGANNYA JLEK AMAT DHA UDA 2 HARIAN KEA BGINI MULU 😠,1461744824428621824,This is xlhome jringannya jlek very dha uda 2 daily Kea Bgini Mulu 😠
"@xlhomeid Dari pake xl selama 6 bln ini, ini gangguan yang paling parah. Ada ada dengan xlhome? Udh drtd pagi loh gangguan",1461732587659948035,"@xlhomeid from using XL for 6 months, this is the most severe disturbance. Is there a xlhome? Udh Drtd Morning Disorders"
@chamsaegutts Xlhome pake kuota apa ada yg unlimited bulanan?,1461711422665084938,@chamsaegutts xlhome using quota is there a monthly unlimited?
@Sinceaugust95 coba xlhome deh,1461710369101996033,@Sinceaugust95 Try Xlhome
SUMPAH XLHOME DARI KEMAREN LEMOT BGTTTTT :(((((,1461705400252702720,Xlhome oath from yesterday's slow bgttttt: ((((((((((((((((((((((((((((((((((((of
"@sukabloon Hi Bapak Wisnu, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1461685206738296845,"@sukabloon hi Mr. Wisnu, can we help you about Xlhome Fiber? Thanks - ^Adi"
Kok lemot bingitsss si xlhome ni yak @myXL,1461662443881435136,How come it's slow bingitsss the xlhome ni yak @myxl
"@sonnyns Hi Bapak Sonny, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Retno",1461658715795320833,"@Sonnyns Hi Mr. Sonny, related to Xlhome Fiber services can be conveyed via message. Thanks - ^Retno"
"@hyudagana Hi Bapak/Ibu, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461539461968195588,"@Hyudagana Hi Mr/Mrs, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
"@Fatmyfirdaus46 Hi Bapak FatMy, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461512195343151106,"@Fatmyfirdaus46 Hi Mr. Fatmy, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
dari malem tadi xlhome berulah aja pun😓,1461487116299358213,"From the night, xlhome just acting"
Xlhome dr siang ga konek2 hiks,1461357764203057152,Xlhome from noon
@xlhomeid bisa diinfo ke sy team marketingnya? Rencana sy mau pasang xlhome. Almt rmh di  Gandul Cinere. No hp sy 081319900246. Bisa wa sy dulu sblm tlp. Tks. Dimas.,1461356731804487696,@xlhomeid can be info to the marketing team? I plan to install Xlhome. Almt RMH in Gandul Cinere. Mobile number sy 081319900246. can be wa first before phone. Tks. Dimas.
"@_siogie @aliasJuno @ernestprakasa Maaf sblmnya tp emg bener indihome lola bgt. Dlu sempat pake yg 10mbps hampir 400k plus tax byrnya perbulan. Udah slow, masalah terus beberapa hari sekali. Akhirnya setelah setahun ganti ke xlhome 100mbps cuma 383k perbulan🥲",1461342941637607424,"@_siogie @aliasjuno @nestprakasa sorry before but emg is really indihome lola. You have used the 10Mbps which is almost 400k plus the tax byr per month. Already slow, the problem continues every few days. Finally, after a year replace it to Xlhome 100mbps only 383k per month🥲"
Ini xlhome anda lgi kenapa si @xlhomeid dri siang internetnya ora bisa -_-,1461342008476258308,This is your xlhome again why is the @xlhomeid from the afternoon the internet can -_-
@ronavioleta @xlhomeid Biasanya kalau sekitar banyak yg pake xlhome antara jam 17 keatas mulai lemot sampai jam 22. Ini ditempat saya mba,1461329470946623489,@ronavioleta @xlhomeid usually if around many people use xlhome between 17 o'clock and above start slow until 22. This is my place mba
@xlhomeid @dprasuta Tolong xlhome jaringan kyak tai,1461323804232196105,@xlhomeid @dprasuta please xlhome tai network
"@EruSetiawan4 Hi Bapak Eru, terimakasih dan adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks - ^Adi",1461318378228830208,"@Erusetiawan4 hi sir eru, thank you and is there anything we can help with xlhome fiber? Thanks - ^Adi"
@wirayudhha @xyzmiddddd_ untung kita hancap pakai xlhome yalo wir,1461306564212449288,@wirayudhha @xyzmidddddddddddddddd
"@nicohans Hi Bapak Nico, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461235513000558592,"@nicohans Hi Mr. Nico, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
@/xlhome lagi gangguan kah? Dari tdi pagi jaringannya gak ada😭🙏,1461186939189547010,@/xlhome is it anymore disorder? From the morning tdi the network is not thereiction
"@xlhomeid Dear xlhome, koneksi internet saya gangguan. Komplain via dm yg bales bot trs. Tolong dicek dm saya ya thanks!",1461174618790584323,"@xlhomeid dear xlhome, my internet connection is disturbed. Complaints via DM who reply bots. Please check my DM thanks!"
"@heldiapy7 Hi Ibu Heldia, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461144070340808704,"@Heldiaky7 Hi Mrs. Heldia, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
"@cintiiiii_ Hi Ibu Fiz, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1461136506282647554,"@cintiiiii_ Hi Mrs. Fiz, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
"@vidio Hi Bapak/Ibu, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1460813231010709504,"@vidio hi ladies/gentlemen, related to xlhome services can be delivered via DM yes. Thanks - ^Roza"
"@BambangSentosa2 Hi Bapak Bambang, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1460808197527117825,"@Bambantosa2 Hi Mr. Bambang, related to XLHOME service can be delivered via DM. Thanks - ^Roza"
@TimpalBali xlhome 200an keknya,1460801220767981571,@Timpalbali xlhome 200s
"@Gustaurus Hi Bapak Agus, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1460800592704512005,"@GGGTAUSU HI, Mr. Agus, related to XLHOME services can be conveyed via DM. Thanks - ^Roza"
"@ardxaxo Hi Bapak Ardxaxo, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1460797253216444419,"@ardxaxo Hi Mr. Ardxaxo, related to XLHOME services can be delivered via DM. Thanks - ^Roza"
@TimpalBali Xlhome 274k,1460793654449115139,@Timpalbali xlhome 274k
@piyaaapiyoo Saatnya hijrah ke xlhome 😌,1460774268975812611,@piyaaapiyoo It's time to move to Xlhome 😌
"@Julyhp Hi Bapak July, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Roza",1460770554600779779,"@Julyhp hi Mr. July, related to XLHOME service can be delivered via DM. Thanks - ^Roza"
"Pilih XL atau 3 TRI .
#XLHOME
#XLPRIORITAS
#MYXL
#TRI
#",1460749570028101633,"Select XL or 3 Tri.
#Xlhome
#XLPrioric
#Myxl
#Tri
#"
XLHOME ANJING YE,1460663914249687044,Xlhome dog ye
"@xlhomeid malam kak. XLHome nya apa lagi gangguan apa gmn ya kak? Saya udh dapet restart ONT saya bbrp x, tapi kok ga dapet koneksi internet ya? Mohon dibantu cek ya kak, terima kasih 🙏🙏",1460659576789897216,"@xlhomeid night sis. What else is the disorder, sis? I have got a restart ont, I will, but how come I can't get an internet connection? Please help check sis, thank you 🙏🙏"
MEMANG ADA YANG TIDAK BERES @/XLHOME,1460612927442935808,Indeed there is something wrong @/xlhome
Jlek lu xlhome 😥😥😥👎👎💔,1460607369667223552,Jlek Lu Xlhome 😥😥😥👎👎💔
@xlhomeid xlhome,1460317817324990468,@xlhomeid xlhome
@jogmfs Xlhome,1460261787081719815,@jogmfs xlhome
"@Hanaina5 Hi Ibu Hanaina, terkait layanan XLHome bisa disampaikan via Dm ya. Thanks - ^Ersa",1460213997030965253,"@Hanaina5 Hi Mrs. Hanaina, related to XLHOME services can be delivered via DM. Thanks - ^ersa"
"@lintang_hui Hi Ibu Lintang, terkait layanan XLHome bisa disampaikan via DM ya. Thanks - ^Ersa",1460173035495776259,"@Lintang_Hui Hi Mrs. Lintang, related to XLHOME services can be delivered via DM. Thanks - ^ersa"
"@biatchbuz Hi Bapak Rols, terkait layanan XLHome Fiber bisa disampaikan via Dm ya. Thanks - ^Roza",1460132961664180224,"@biatchbuz hi Mr. Rols, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^Roza"
@kvrangpiknik @txtdrbekasi tambah opsi xlhome nih harusnya haha,1460118512693768194,@kvrangpiknik @txtdrbekasi plus the xlhome option should be haha
"@youngkrrrr Xlhome ini kayak gimana,mit? Kek indigo gitu kah? Apa kayak modem?",1460112794980786178,@youngkrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr Is that indigo? Is it like a modem?
@ichihoony Pasang xlhome ka wkwkwkkw,1460112531444305923,@ichihoonony install xlhome ka wkwkwkkw
eh ini xlhome error gasi???,1460040304174665728,eh this is xlhome error gasi ???
@xlhomeid xlhome,1459950243022180354,@xlhomeid xlhome
"@ajii_pras Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Roza",1459871941930618886,"@ajii_pras hi ladies/gentlemen, related to xlhome fiber services can be conveyed via DM yes. Thanks - ^Roza"
"@jumokbap Hi Bapak Ramadhan, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Roza",1459868921553506307,"@jumokbap Hi Mr. Ramadhan, related to Xlhome Fiber services can be conveyed via message. Thanks - ^Roza"
Nih xlhome masih error yak??,1459853752202981376,Here xlhome still error yak ??
XLhome gajelassss,1459851952158695425,XLHOME GAJELASSSS
"@yenisafitri Hi Ibu Yeni, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Roza",1459849050732130304,"@yenisafitri Hi Mrs. Yeni, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^Roza"
"@BambangSentosa2 Hi Bapak Bambang, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Roza",1459780365489295362,"@Bambantosa2 Hi Mr. Bambang, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^Roza"
"@thira_putri Hi Ibu Putri, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Retno",1459720456374665227,"@thira_putri Hi Ibu Putri, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^Retno"
@kyuradafs *xlhome,1459346032127475721,@kyuradafs *xlhome
@masjawabiasaaja @frabednego @kisahtanahjawa Coba xlhome,1459337401164128258,@MasAnsarasaaja @frabednego @kisahtanahjawa try xlhome
"@yukobeltran Hi Bapak Yukobeltran, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa",1459213655019429893,"@yukobeltran Hi Mr. Yukobeltran, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^ersa"
"@frenemyescape Hi Bapak/Ibu, terkait layanan XLHome Fiber bisa disampaikan via DM ya. Thanks - ^Ersa",1459191952029601794,"@frenemyescape hi ladies/gentlemen, related to Xlhome Fiber services can be conveyed via DM. Thanks - ^ersa"
@collegemenfess Xlhome,1459108760501194755,@collegemenFess xlhome
"Bangke xlhome katanya fiber optik, ujan dikit gangguan blokk",1459067182424285185,"Bangke Xlhome said fiber optical, a little stubbling"
@jogmfs xlhome,1458984340247900165,@jogmfs xlhome
"@metavori Hi Ibu Elle, terkait layanan XLHome Fiber bisa disampaikan via pesan ya. Thanks - ^Retno",1458730527385477121,"@Metavori Hi Mrs. Elle, related to Xlhome Fiber services can be conveyed via message. Thanks - ^Retno"
"Speed xlhome tuh kalo malam mirip jalan tol, lancar jaya. Berbanding terbalik sama speed otak dalam mencerna jurnal2 dan nyusun argumen pembelaan bwt rapat besok. Otak Nge-lag abiss mirip jalan depan Unismuh kalo lg aksi. Macet!",1458489833991532544,"Xlhome speed, if the night is like a toll road, smoothly victorious. Inversely proportional to the speed of the brain in digesting journals and compiling arguments for the defense of BWT tomorrow. The brain lag abiss similar to the road in front of the unismuh if again action. Congested!"
"@terapikomik Hi Bapak Tito, terkait layanan XLHome, bisa disampaikan via DM ya. Thanks - ^Ersa",1458452568410001416,"@Terapikomik Hi Mr. Tito, related to XLHOME service, can be conveyed via DM. Thanks - ^ersa"
"@xlhomeid 
Selamat malam...
Fyi...jaringan wi-fi  XLHOME sya lemot.
Mohon info nya",1458406939897962498,"@xlhomeid
Good night...
FYI ... Wi-Fi Xlhome network is slow.
Please info"
"@xlhomeid Hallo XLHOME 
Sy pelanggan setia yg sllu dikecewakan dgn nomer subscribe 38441105

Sebenarnya apa yg membuat koneksi internet @xlhomeid sering trobule?
Klo cuman sebentar bs sy maklumi, tp klo sering dan dgn waktu yg lama?
Klarifikasi yg gmn lg yg harus sy dengarkan?
Tx",1458242773681803264,"@xlhomeid hello xlhome
Sy loyal customers who are disappointed with subscribe number 38441105

Actually what makes the internet connection @xlhomeid often trobule?
If it's just a moment, can I understand, but if you often and with a long time?
How about the clarification that I have to listen to?
TX"
"@marscof Rata rata sih emang gitu. Xlhome juga masih terbatas, di tempat ku malah belum bisa",1458045683492012036,"@Marscof, average. Xlhome is also still limited, where I can't even"
"anjing xlhome rudet, xl juga rudet, asu lah",1458035036721082374,"XLHOME DOG RUDET, XL is also Rudet, ASU"
"@xlhomeid @whosnonaa Terima kasih XLHome 🙏🙏🙏, sdh bisa lagi, ternyata FO yg ditiangnya ada yg putus",1457935327184572422,"@xlhomeid @whosnonaa thank you xlhome 🙏🙏🙏, it can be again, it turns out that the fo who was targeted"
"@xlhomeid @whosnonaa pengalaman nge DM xlhome id tu bisa bikin gila!! yang jawab BOT terus, mending mention di timeline 
tolong dong kalo orang DM jangan di balas pakai BOT bikin emosi banget",1457898831840886785,"@xlhomeid @whosnonaa experience dm xlhome id can make crazy !! who answered the bot continue, better mention in the timeline
please, please do not go back to the bot"
@whosnonaa @xlhomeid halo Admin/CS XLHome sy sdh DM dan kirim email loh dari kemarin,1457889153182420995,@whosnonaa @xlhomeid hello admin/cs xlhome sy already dm and send an email from yesterday
