content,id,trans_eng,tweet_clean,tweet_english,klasifikasi
"@xlhomeid min, cara bayar tagihan xlhome gmn ya? Cuman keluar invoice aja nihh",1263420727627141120,"@xlhomeid min, how do you pay xlhome bills? Just come out the invoice","min, how do you pay xlhome bills? Just come out the invoice","min, how do you pay xlhome bills? just come out the invoic",Netral
@IndiHome Pake indihome dari 2015 10mbps upgrade 30Mbps (sebelah kanan). Mau tes paket 30Mbps XLhome (sebelah kiri) dgn harga 10Mbps nya indihome https://t.co/M7yeu8CYu3,1263419689796898816,@IndiHome uses Indihome from 2015 10Mbps upgraded 30Mbps (right). Want a 30mbps xlhome package (left) with a price of 10mbps indihome https://t.co/m7yeu8Cyu3,uses Indihome from Mbps upgraded Mbps (right). Want a mbps xlhome package (left) with a price of mbps indihome,uses indihome from mbps upgraded mbps (right). want a mbps xlhome package (left) with a price of mbps indihom,Positif
"@hayfaAR pernah pake xlhome, duit gue dibawa kabur sama salesnya, firstmedia juga 11 12 di daerah gue",1263417118390841346,"@hayfaar never used xlhome, my money was taken away with the sales, Firstmedia was also 11 12 in my area","never used xlhome, my money was taken away with the sales, Firstmedia was also in my area","never used xlhome, my money was taken away with the sales, firstmedia was also in my area",Netral
"@farismuhammad09  Hi Faris, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1263410711402696707,"@Farismuhammad09 Hi Faris, can we help you about Xlhome? #Thanks ^adi :)","Hi Faris, can we help you about Xlhome? ^adi","hi faris, can we help you about xlhome? ^adi",Netral
"@tanyainrl xlhome, bagus nderr",1263403993209860096,"@tanyinrl xlhome, good nderr","xlhome, good nderr","xlhome, good nderr",Positif
@subtanyarl Xlhome,1263403965997125633,@subanyarl xlhome,xlhome,xlhome,Netral
@subtanyarl xlhome,1263399368117219330,@subanyarl xlhome,xlhome,xlhome,Netral
"@arvynofikri  Hi Lord, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1263379223969841153,"@arvynofikri hi lord, related to xlhome fiber service can be delivered via dm yes :) #thanks ^Dian","hi lord, related to xlhome fiber service can be delivered via dm yes ^Dian","hi lord, related to xlhome fiber service can be delivered via dm yes ^dian",Netral
@myXLCare min knp xlhome 2 hari ini lagi lambat sekali ya sampai tdk bs dipakai sama sekali,1263289421371080705,"@myxlcare min, KNP xlhome 2 days again, so slowly until it can't be used at all","min, KNP xlhome days again, so slowly until it can't be used at all","min, knp xlhome days again, so slowly until it can't be used at al",Negatif
@xlhomeid min knp xlhome 2 hari ini lagi lambat sekali ya sampai tdk bs dipakai sama sekali,1263275803065716736,"@xlhomeid min, KNP xlhome 2 days again, so slowly until it can't be used at all","min, KNP xlhome days again, so slowly until it can't be used at all","min, knp xlhome days again, so slowly until it can't be used at al",Negatif
"@gu_nungkid_ul @IndiHome Hahahahah, bojoku sing njaluk nung. Asline ak pengen pasang xlhome. Stlh kejadian ini makin mantab pgn coba xlhome",1263267501611184128,"@gu_nungkid_ul @indiHome hahahahah, bojoku sing njaluk nung. Asline I want to install xlhome. After this incident is getting more and more good, try xlhome","hahahahah, bojoku sing njaluk nung. Asline I want to install xlhome. After this incident is getting more and more good, try xlhome","hahahahah, bojoku sing njaluk nung. asline i want to install xlhome. after this incident is getting more and more good, try xlhom",Positif
@renjana_1 @IndiHome ganti xlhome sekarang juga,1263210628409249793,@Renjana_1 @IndiHome Change Xlhome Now,Change Xlhome Now,change xlhome now,Netral
@ryenclaw @memefess Xlhome underrate si,1263146076724326401,@ryencew @memeffess xlhome underrate si,xlhome underrate si,xlhome underrate si,Netral
"@memefess 380k perbulan, xlhome the best https://t.co/wqsUg4Z46X",1263145776617631744,"@memeffess 380k per month, xlhome the best https://t.co/wqsug4z46x","k per month, xlhome the best","k per month, xlhome the best",Positif
"@xlhomeid thanks xlhome per hari ini di rumah saya pakai XL fiber home, biar linier soalnya udh 2thn lebih paket data juga pake jaringan akses XL",1263121002214551555,"@xlhomeid thanks xlhome per day at home I use xl fiber home, so that linear because it's already 2 years more data packages also use xl access networks","thanks xlhome per day at home I use xl fiber home, so that linear because it's already years more data packages also use xl access networks","thanks xlhome per day at home i use xl fiber home, so that linear because it's already years more data packages also use xl access network",Positif
"@NU_bersatu Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1263100547801870336,"@Nu_bersatu hi, can we help you about xlhome? #Thanks ^adi :)","hi, can we help you about xlhome? ^adi","hi, can we help you about xlhome? ^adi",Netral
@myXLCare Xlhome sering mati. Tolong check. Masa kualitas gini sih,1263090182993010695,"@myxlcare xlhome often dies. Check, please. How come this quality","xlhome often dies. Check, please. How come this quality","xlhome often dies. check, please. how come this qu",Netral
Untung make xlhome~ https://t.co/a3s7oJTm3N,1263074712445259776,Fortunately make xlhome ~ https://t.co/a3s7ojtm3n,Fortunately make xlhome ~,fortunately make xlhome ~,Positif
"@brontosaaurus  Hi, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1263004067225153538,"@brontosaururus hi, can we help you about xlhome? #Thanks ^adi :)","hi, can we help you about xlhome? ^adi","hi, can we help you about xlhome? ^adi",Netral
@txtanakfesbuk 350rb bisa beli xlhome yg 30mbps kembalian malah @xlhomeid,1263003306793725953,@txtanakfesbuk 350rb can buy xlhome which is 30mbps change instead @xlhomeid,rb can buy xlhome which is mbps change instead,rb can buy xlhome which is mbps change instead,Netral
@helgadottt wifi selain indihome ada xlhome hel tapi baru di daerah2 tertentu doang keknya dan katanya ngacirrrrrr bwat netflix,1262988352921296896,"@helgadottt wifi besides indihome there is a xlhome hel, but only in certain areas, and he said to make a netflix","wifi besides indihome there is a xlhome hel, but only in certain areas, and he said to make a netflix","wifi besides indihome there is a xlhome hel, but only in certain areas, and he said to make a netflix",Positif
"@litposthinker Anjir gw kira cm wifi gw doang, mna xlhome blom msk dtmpt gw lg",1262940747600404480,"@litposthinker Anjir I think my wifi cm only, mna xlhome blom msk dtmpt again","Anjir I think my wifi cm only, mna xlhome blom msk dtmpt again","anjir i think my wifi cm only, mna xlhome blom msk dtmpt again",Netral
@jogmfs Coba cek coverage areanya biznet atau XLhome dulu. Mending biznet atau XLhome sih daripada indihome/citranet.,1262858237646270464,@jogmfs Try checking the coverage area of ​​Biznet or Xlhome first. Better Biznet or Xlhome is rather than IndiHome/Citranet.,Try checking the coverage area of Biznet or Xlhome first. Better Biznet or Xlhome is rather than IndiHome/Citranet.,try checking the coverage area of biznet or xlhome first. better biznet or xlhome is rather than indihome/citranet.,Positif
"@delixcatie @tubbirfess Xlhome apa kalo gasalah, indosat GIG",1262856843547734017,"@delixcatie @tubbirfess xlhome what if the gas is, indosat gig","xlhome what if the gas is, indosat gig","xlhome what if the gas is, indosat gig",Netral
@isrika_ Prapatan aja belum masuk XLHome eh rik. Hiks. Dah muak juga sama Indohime,1262807633175515136,@isrika_ Prapatan hasn't entered xlhome eh rik. Sob. Already fed up with indohime,Prapatan hasn't entered xlhome eh rik. Sob. Already fed up with indohime,prapatan hasn't entered xlhome eh rik. sob. already fed up with indohim,Netral
@notaphrodating itu ada tau coba aja yg xlhome,1262771145826201601,@notaphrodating there is a know just try xlhome,there is a know just try xlhome,there is a know just try xlhom,Netral
"@notaphrodating engga haha, xlhome atau yg mnc bagus deh ada tv cable naya jg",1262770857488691200,"@notaphrodating isn't haha, xlhome or the one is good there is a cable tv naya too","isn't haha, xlhome or the one is good there is a cable tv naya too","isn't haha, xlhome or the one is good there is a cable tv naya too",Positif
@litposthinker @maaulwee Ada apa dengan indihome ak pake xlhome :(,1262761537778757633,@litposthinker @maaulwee what's with indihome using xlhome :(,what's with indihome using xlhome,what's with indihome using xlhom,Netral
"@tubbirfess aku dulu pake speedy dan indihome cuma bertahan 3 bulan krn lemot bgt jadinya bikin kesel terus dan sekarang ganti jadi pake xlhome! lebih irit, cepet dan stabil terus nggak ada blokir-blokiran gitu heuheu",1262758699199688705,"@tubbirfess I used to use Speedy and IndiHome only lasted 3 months because it was so slow to make it up and now and now change it to use xlhome! more economical, fast and stable and there is no blocking so heuheu","I used to use Speedy and IndiHome only lasted months because it was so slow to make it up and now and now change it to use xlhome! more economical, fast and stable and there is no blocking so heuheu","i used to use speedy and indihome only lasted months because it was so slow to make it up and now and now change it to use xlhome! more economical, fast and stable and there is no blocking so heuheu",Positif
Guys mau tanya kalian lebih prefee ke Indihome atau Xlhome? Why?,1262729265629413376,Guys want to ask you guys more prefees to IndiHome or Xlhome? Why?,Guys want to ask you guys more prefees to IndiHome or Xlhome? Why?,guys want to ask you guys more prefees to indihome or xlhome? why?,Positif
@faranandaCS Ak pake xlhome nga..,1262689835166265344,@faranandacs I use xlhome nga ..,I use xlhome nga ..,i use xlhome nga ..,Netral
"@BalweelFahmy  Hi Fahmy, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1262652665407799296,"@Balweelfahmy hi fahmy, can we help you about xlhome? #Thanks ^adi :)","hi fahmy, can we help you about xlhome? ^adi","hi fahmy, can we help you about xlhome? ^adi",Netral
"@Soviet_Foxtrot Xlhome + DNS google jg mantep, tp kalo buat youtube di pc ampas",1262635847679045632,"@Soviet_foxtrot xlhome + DNS Google is also good, but if you make youtube on PC AMPAS","xlhome + DNS Google is also good, but if you make youtube on PC AMPAS","xlhome + dns google is also good, but if you make youtube on pc ampa",Positif
@bot_adm @akunrusakguys XLhome lebih kontol lagi :v,1262587635911933953,@bot_adm @akunrusakguys xlhome more dick: v,xlhome more dick: v,xlhome more dick: v,Positif
"@xlhomeid Nggak ada Min, lagian area rumah saya nggak kejangkau Xlhome kok,",1262535764664963072,"@xlhomeid there is no min, anyways my home area is not reached xlhome, really,","there is no min, anyways my home area is not reached xlhome, really,","there is no min, anyways my home area is not reached xlhome, really,",Positif
"@muhammadmkadafi  Hi Elbow, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1262534095445192705,"@muhammadmkadafafi hi elbow, can we help you about xlhome? #Thanks ^adi :)","hi elbow, can we help you about xlhome? ^adi","hi elbow, can we help you about xlhome? ^adi",Netral
"@masahmadyahya  Hi Paakk, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1262533895188185088,"@Masahmadyahya Hi Paakk, can we help you about Xlhome? #Thanks ^adi :)","Hi Paakk, can we help you about Xlhome? ^adi","hi paakk, can we help you about xlhome? ^adi",Netral
@Afidarmd Pake XLhome aja bosqq,1262430208587468802,@Afidarmd just use xlhome bosqq,just use xlhome bosqq,just use xlhome bosqq,Netral
"mau nanya nih, kalau modem @IndiHome ada lampu merah kedap-kedip apakah tandanya harus lapor atau pindah ke XLhome? Mohon dijawab bang @IndiHome soalnya di DM gapernah dibalas hehe",1262411060482437120,"Want to ask, if the modem @IndiHome has a red lights, is the sign that you have to report or move to Xlhome? Please answer Bang @IndiHome because the DM is not rewarded hehe","Want to ask, if the modem has a red lights, is the sign that you have to report or move to Xlhome? Please answer Bang because the DM is not rewarded hehe","want to ask, if the modem has a red lights, is the sign that you have to report or move to xlhome? please answer bang because the dm is not rewarded heh",Netral
@why1707 @dittameliaa XLhome cobaaaa,1262399793940140034,@why1707 @dittameliaa xlhome trialaaa,xlhome trialaaa,xlhome trialaaa,Netral
@accjukii ganti xlhome rai,1262397937226784768,@accjukii Change Xlhome Rai,Change Xlhome Rai,change xlhome rai,Netral
"@kemalkrumal Hi Fathin, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Fitri",1262364733295849474,"@kemalkrumal hi fathin, related to xlhome fiber services can be delivered via DM :) #thanks ^Fitri","hi fathin, related to xlhome fiber services can be delivered via DM ^Fitri","hi fathin, related to xlhome fiber services can be delivered via dm ^fitri",Netral
"@xlhomeid selamat sore, xlhome gabisa connect internet karena lampu los pada perangkat berwarna merah. Sepertinya kabel ada yg putus lagi karena ini kejadian kedua dalam sebulan ini. Mohon bantuannya thanks",1262297594933305345,"@xlhomeid good evening, xlhome can't connect internet because of the loss lights on the red device. Looks like the cable is broken again because this is the second incident in this month. Please help thanks","good evening, xlhome can't connect internet because of the loss lights on the red device. Looks like the cable is broken again because this is the second incident in this month. Please help thanks","good evening, xlhome can't connect internet because of the loss lights on the red device. looks like the cable is broken again because this is the second incident in this month. please help thank",Positif
Xlhome responya lamban,1262293569965969409,Xlhome responses are slow,Xlhome responses are slow,xlhome responses are slow,Negatif
"@gaionbooru Hoo coba bon lu cek xlhome, kalo ga salah dia skrg lg ada promo sampe 31 mei 100mbps 299k

Kaga bon, jd CBN di daerah gw emg baru ke cover, nah trus gatau alesannya apaan, khusus di daerah gw dpt promo itu makanya diksh brosur dr sales yg keliling. Cuma ya gw lngsng tertarik wkwk",1262293226922209280,"@gaionbooru hoo try to check xlhome, if I'm not mistaken he is now there is a promo until May 31 100mbps 299k

Kaga Bon, so CBN in the area I just went to the cover, well then what the reason is, specifically in the area I got the promo, so the brochure diksh from sales traveling. It's just that I am interested","hoo try to check xlhome, if I'm not mistaken he is now there is a promo until May mbps kKaga Bon, so CBN in the area I just went to the cover, well then what the reason is, specifically in the area I got the promo, so the brochure diksh from sales traveling. It's just that I am interested","hoo try to check xlhome, if i'm not mistaken he is now there is a promo until may mbps kkaga bon, so cbn in the area i just went to the cover, well then what the reason is, specifically in the area i got the promo, so the brochure diksh from sales traveling. it's just that i am interest",Netral
@javafoodie_ XLhome mah banter om well,1262284907939721216,@javafoodie_ xlhome mah bother om well,xlhome mah bother om well,xlhome mah bother om wel,Netral
"@javafoodie_ Welcome xlhome.  
Di kampung aku dah begini.",1262283416210255873,"@javafoodie_ Welcome xlhome.
In my village, I am like this.","Welcome xlhome.In my village, I am like this.","welcome xlhome.in my village, i am like this.",Positif
"@GayusSiTambun Hi Gayus, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1262171101196455936,"@Gayussitambun Hi Gayus, related to Xlhome Fiber services can be delivered via DM :) #thanks ^Dian","Hi Gayus, related to Xlhome Fiber services can be delivered via DM ^Dian","hi gayus, related to xlhome fiber services can be delivered via dm ^dian",Netral
ga ngerti lagi sama xlhome. 100% jelek. https://t.co/3RDKPrdG0b,1262065827504766981,I don't understand XLHOME anymore. 100% bad. https://t.co/3rdkprdg0b,I don't understand XLHOME anymore. % bad.,i don't understand xlhome anymore. % bad.,Negatif
@aisyahdsnh @ffdlst Ganti xlhome ajaaa,1262038016941416448,@aisyahdsnh @ffdlst just change xlhome,just change xlhome,just change xlhom,Netral
"@urthiccwaifu   Hi Ocha, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1262006552111624193,"@urthiccwaifu hi ocha, can we help you about xlhome? #Thanks ^adi :)","hi ocha, can we help you about xlhome? ^adi","hi ocha, can we help you about xlhome? ^adi",Netral
"@xlhomeid kira2 kapan ya layanan XLHome sampai ke wilayah kami di koordinat ini?

-2.325190,115.472132

Paringin Kota, Paringin, Balangan Regency, South Kalimantan 71615",1261986193484349441,"@xlhomeid, when will the Xlhome service get to our area at this coordinates?

-2.325190,115.472132

Paringin Kota, Paringin, Balangan Regency, South Kalimantan 71615",", when will the Xlhome service get to our area at this coordinates?-2.325190,115.472132Paringin Kota, Paringin, Balangan Regency, South Kalimantan",", when will the xlhome service get to our area at this coordinates?-2.325190,115.472132paringin kota, paringin, balangan regency, south kalimantan",Netral
"@Asknonym xlhome, waktu itu si 169k trus naik gatau jd bbrp",1261946205724016640,"@Asknonym xlhome, at that time the 169k then went up gatau jd some","xlhome, at that time the k then went up gatau jd some","xlhome, at that time the k then went up gatau jd som",Netral
@xlhomeid Kak mau twnya daerah karawaci tangerang perumahan harapan kira xlhome bisa masuk engga ya?,1261927894999154688,@xlhomeid sis want tw twewaci tangerang area housing hopes of hope xlhome can you enter or not?,sis want tw twewaci tangerang area housing hopes of hope xlhome can you enter or not?,sis want tw twewaci tangerang area housing hopes of hope xlhome can you enter or not?,Netral
"@asroer @IndiHome Dimana to mas?xlhome memang blm jangkau semuanya, cuman makin kesini makin luas sih jangkauannya, dan murah jg kalo masalah harga",1261914612267532291,"@Asroer @IndiHome Where to Mas? Xlhome is not yet possible, it's just more wider, and it's cheap if the price problem is","Where to Mas? Xlhome is not yet possible, it's just more wider, and it's cheap if the price problem is","where to mas? xlhome is not yet possible, it's just more wider, and it's cheap if the price problem i",Positif
"@irenk_abank @IndiHome Xlhome menarik kayaknya, cuma ndatau ni dah jangkau daerah rumahku blum",1261913376852066306,"@irenk_abank @IndiHome Xlhome is interesting, I think, it's just or not, I have reached the area of ​​my house.","Xlhome is interesting, I think, it's just or not, I have reached the area of my house.","xlhome is interesting, i think, it's just or not, i have reached the area of my house.",Positif
"@asroer @IndiHome Bpp sdh ada xlhome, sama bkvnet, cuman memang blm bisa nyamain indigo sih, ga stabil jaringan mereka",1261910611274788865,"@Asroer @IndiHome BPP has xlhome, and BKVNet, but it's not already able to name Indigo, not stable their network","BPP has xlhome, and BKVNet, but it's not already able to name Indigo, not stable their network","bpp has xlhome, and bkvnet, but it's not already able to name indigo, not stable their network",Positif
@park_ri_rin_ pake xlhome aja ka,1261887280530128896,@park_ri_rin_ just use xlhome ka,just use xlhome ka,just use xlhome ka,Netral
"@spaceowltv  Hi Space, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1261815569264726017,"@spaceowltv hi space, is there anything asked about the Xlhome fiber service? #Thanks ^Dian","hi space, is there anything asked about the Xlhome fiber service? ^Dian","hi space, is there anything asked about the xlhome fiber service? ^dian",Netral
"@ariefghozaly  Hi Raden, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1261813382178430976,"@Ariefghozaly Hi Raden, is there anything asked about the Xlhome Fiber service? #Thanks ^Dian","Hi Raden, is there anything asked about the Xlhome Fiber service? ^Dian","hi raden, is there anything asked about the xlhome fiber service? ^dian",Netral
"@Farhan_Maulidin  Hi kak, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1261813045468098560,"@Farhan_maulidin hi sis, is there anything asked related to the xlhome fiber service? #Thanks ^Dian","hi sis, is there anything asked related to the xlhome fiber service? ^Dian","hi sis, is there anything asked related to the xlhome fiber service? ^dian",Netral
"@bmbngirwn_  Hi Sunshine, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261812672359813125,"@bmbngirwn_ hi sunshine, related to xlhome fiber services can be delivered via dm yes :) #thanks ^Dian","hi sunshine, related to xlhome fiber services can be delivered via dm yes ^Dian","hi sunshine, related to xlhome fiber services can be delivered via dm yes ^dian",Netral
"@rezasyahputro  Hi Reza, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261811784282804225,"@rezasyahputro hi reza, related to xlhome fiber service can be delivered via dm yes :) #thanks ^Dian","hi reza, related to xlhome fiber service can be delivered via dm yes ^Dian","hi reza, related to xlhome fiber service can be delivered via dm yes ^dian",Netral
"@meltlykicecream  Hi Disaster, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1261811097499127810,"@meltlykicecream Hi Disaster, is there anything asked about the XLHOME Fiber service? #Thanks ^Dian","Hi Disaster, is there anything asked about the XLHOME Fiber service? ^Dian","hi disaster, is there anything asked about the xlhome fiber service? ^dian",Netral
"@tiaraasmin__  Hi Tiyayara, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261810606203535360,"@tiaraasmin__ hi tiyayara, related to xlhome fiber services can be conveyed via DM yes :) #thanks ^Dian","hi tiyayara, related to xlhome fiber services can be conveyed via DM yes ^Dian","hi tiyayara, related to xlhome fiber services can be conveyed via dm yes ^dian",Netral
"@chouxpastrybutt  Hi Titzar, mohon maaf terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261809771289604096,"@chouxpastrybutt hi titzar, sorry regarding the xlhome fiber service can be conveyed via dm yes :) #thanks ^Dian","hi titzar, sorry regarding the xlhome fiber service can be conveyed via dm yes ^Dian","hi titzar, sorry regarding the xlhome fiber service can be conveyed via dm yes ^dian",Negatif
@ariefghozaly @xlhomeid @sepyudias bener bgt pake xlhome lancar abis @xlhomeid,1261785353297395717,@ariefghozaly @xlhomeid @sepyudias really use xlhome smoothly after @xlhomeid,really use xlhome smoothly after,really use xlhome smoothly aft,Positif
"@hdyttaufik rangerti ki, randue pilihan, daerahku lg ono indihom tok, pengen nyobo xlhome, tp lg ono tiang e tok, rung ono odp ne.",1261776850205827073,"@hdyttaufik rangerti ki, randue selected, my area lg ono indihom tok, want to go on xlhome, but lg ono pole e tok, rung ono odp ne.","rangerti ki, randue selected, my area lg ono indihom tok, want to go on xlhome, but lg ono pole e tok, rung ono odp ne.","rangerti ki, randue selected, my area lg ono indihom tok, want to go on xlhome, but lg ono pole e tok, rung ono odp ne.",Netral
bentar lg w hijrah ke xlhome jaringan indihoi jelek kali kek muka mantan https://t.co/zePRnPQ0ob,1261765517326422016,Wait a minute LG Wijrah to Xlhome Network Indihoi is ugly times the face of the former https://t.co/zeprnpq0ob,Wait a minute LG Wijrah to Xlhome Network Indihoi is ugly times the face of the former,wait a minute lg wijrah to xlhome network indihoi is ugly times the face of the form,Negatif
"Menunggu testi XLhome, udah capek dengan indiehome.",1261753259988881408,"Waiting for the Xlhome testi, already tired with indiehome.","Waiting for the Xlhome testi, already tired with indiehome.","waiting for the xlhome testi, already tired with indiehome.",Negatif
@roxy_royyan @FirstMediaCares Mari bergabung bersama kami untuk pengalaman terbaik dan andal dalam mengakses dunia dengan XLHome ☺️,1261717378615795712,@roxy_royyan @firsstmediacares let's join us for the best and reliable experience in accessing the world with xlhome ☺️,let's join us for the best and reliable experience in accessing the world with xlhome,let's join us for the best and reliable experience in accessing the world with xlhom,Positif
@meltlykicecream Xlhome,1261717067792670721,@meltlykicecream xlhome,xlhome,xlhome,Netral
"@IndiHome Gajadi mas , ane udah ganti ke xlhome",1261674519854329856,"@IndiHome Gajadi Mas, I've changed to Xlhome","Gajadi Mas, I've changed to Xlhome","gajadi mas, i've changed to xlhom",Netral
@drlwma XLHome aja kenceng,1261665219169808384,@drlwma xlhome just fast,xlhome just fast,xlhome just fast,Positif
"@getbuks  Hi Lesdianto, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1261653485075918854,"@getbuks hi lesdianto, can we help you about xlhome? #Thanks ^adi :)","hi lesdianto, can we help you about xlhome? ^adi","hi lesdianto, can we help you about xlhome? ^adi",Netral
xlhome tapi bikin emosi https://t.co/LM5tt5RYG8,1261645774028279808,xlhome but making emotions https://t.co/lm5t5ryg8,xlhome but making emotions,xlhome but making emot,Netral
"@99pokemon_go itu saya yg ngajuin cabut bro, udah 2 bln gak kepake. lagian mending ambil xlhome deh kalo bisa disitu, serius lebih murah, jauuh hahaha",1261630908429266946,"@99Pokemon_GO, I was the one who pulled out bro, I already didn't use it. Besides, take xlhome if you can, seriously cheaper, huh hahaha",", I was the one who pulled out bro, I already didn't use it. Besides, take xlhome if you can, seriously cheaper, huh hahaha",", i was the one who pulled out bro, i already didn't use it. besides, take xlhome if you can, seriously cheaper, huh hahaha",Negatif
@xlhomeid apps https://t.co/Y4dXGHuNWL di xlhome saya kok ga bisa ya? https://t.co/DPKRSlVD5z,1261618645639131137,@xlhomeid apps https://t.co/y4dxghunwl on my xlhome how come it can't huh? https://t.co/dpkrslvd5z,apps on my xlhome how come it can't huh?,apps on my xlhome how come it can't huh?,Netral
@sautna70 @evanprsty @rifqiwhd @memefess Xlhome,1261608147753463810,@sautna70 @evanpsty @rifqiwhd @memeffess xlhome,xlhome,xlhome,Netral
@muhadiks @kemkominfo @IndiHome Mau make xlhome aja lah aku.,1261606139067658242,@muhadiks @kemkominfo @indiHome want to make xlhome.,want to make xlhome.,want to make xlhome.,Netral
@unmagnetism pke xlhome aja,1261572399931068417,@unmagnetism just pke xlhome,just pke xlhome,just pke xlhom,Netral
"@calonbucinkm @banjarbase Xlhome bagus jua png, selama 5bulan ni ku makai Alhamdulillah lancar ja. Biaya perbulannya 218k ja",1261494275415478272,"@calonbucinkm @banjarbase xlhome is good also, for 5 months I use Alhamdulillah smoothly. The monthly fee is 218k ja","xlhome is good also, for months I use Alhamdulillah smoothly. The monthly fee is k ja","xlhome is good also, for months i use alhamdulillah smoothly. the monthly fee is k ja",Positif
"Halo @myXLCare saya memiliki masalah dengan kartu prabayar untuk XLHome saya. Mohon bantuannya, saya telah mengirim pesan melalui DM. Terima kasih :)",1261475495532736512,"Hello @myxlcare I have problems with prepaid cards for my Xlhome. Please help, I have sent a message via DM. Thank you :)","Hello I have problems with prepaid cards for my Xlhome. Please help, I have sent a message via DM. Thank you","hello i have problems with prepaid cards for my xlhome. please help, i have sent a message via dm. thank y",Netral
"@xl_maling_pulsa Sesuai dengan informasi sebelumnya, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261470615321505792,"@xl_maling_pulsa In accordance with previous information, related to Xlhome Fiber services can be conveyed via DM huh :) #thanks ^Dian","In accordance with previous information, related to Xlhome Fiber services can be conveyed via DM huh ^Dian","in accordance with previous information, related to xlhome fiber services can be conveyed via dm huh ^dian",Negatif
@xl_maling_pulsa  Mohon maaf terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian,1261469674681729024,@xl_maling_pulsa Sorry for the Xlhome Fiber service can be delivered via DM :) #thanks ^Dian,Sorry for the Xlhome Fiber service can be delivered via DM ^Dian,sorry for the xlhome fiber service can be delivered via dm ^dian,Negatif
"@puchikunya  Hi Puchikunya, apakah ada yang ditanyakan terkait dengan layanan XLHome Fibernya? #Thanks ^Dian",1261466659669209088,"@puchikunya Hi Puchikunya, is there anything asked about the Xlhome Fiber service? #Thanks ^Dian","Hi Puchikunya, is there anything asked about the Xlhome Fiber service? ^Dian","hi puchikunya, is there anything asked about the xlhome fiber service? ^dian",Netral
"@angkasavivi  Hi kak, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) #Thanks ^Dian",1261456736294039556,"@angkasavivi hi sis, related to xlhome fiber service can be delivered via DM huh :) #thanks ^Dian","hi sis, related to xlhome fiber service can be delivered via DM huh ^Dian","hi sis, related to xlhome fiber service can be delivered via dm huh ^dian",Netral
@xlhomeid Kapan nih XLhome cover area Cempaka Putih Indah?,1261456564398862336,@xlhomeid when is Xlhome Cover Cempaka Putih Indah area?,when is Xlhome Cover Cempaka Putih Indah area?,when is xlhome cover cempaka putih indah area?,Netral
Kenapa Harus XL Home Makassar? https://t.co/5rWeiu6xys via @YouTube 👍 #xlhomemakassar #xlhome #xlhomebaik #xlhome #xl #makassar,1261386001571696640,Why does it have to be XL Home Makassar? https://t.co/5rweiu6xys via @youtube 👍 #xlhomemakassar #xlhome #xlhomebaik #xlhome #xl #makassar,Why does it have to be XL Home Makassar? via,why does it have to be xl home makassar? via,Netral
xlhome bgsattttt,1261369828218208256,xlhome bgsattttt,xlhome bgsattttt,xlhome bgsattttt,Netral
"@ahmadskma Hndk beganti xlhome, kd masuk lg wadah wadah nda mauk banar heh",1261368170541023232,"@ahmadskma hndk so xlhome, kd entered again the container for the container and mauk banar heh","hndk so xlhome, kd entered again the container for the container and mauk banar heh","hndk so xlhome, kd entered again the container for the container and mauk banar heh",Netral
xlhome kalo malem kayak tai,1261347624210194432,xlhome if night like tai,xlhome if night like tai,xlhome if night like tai,Netral
"@sodaqueee mnc myrepublic biznet xlhome tapi takokono sek ngover daerahmu po ra, nek ora yo selamat koe podo karo aku",1261331770370187266,"@sodaqueee mnc myrepublic biznet xlhome but takokono sek ngover your area po ra, nek ora yo happy koe podo karo me","mnc myrepublic biznet xlhome but takokono sek ngover your area po ra, nek ora yo happy koe podo karo me","mnc myrepublic biznet xlhome but takokono sek ngover your area po ra, nek ora yo happy koe podo karo m",Positif
